,Result_everyday,Result_peak
MSE,143.37281799316406,381.0805358886719
RMSE,11.973838806152344,19.521284103393555
R2,-2.0050644046579165,-4.0669591501976
MAE,8.595948219299316,15.566919326782227
MAPE,353.24418544769287,96.14246487617493
