,Result_everyday,Result_peak
MSE,113.11197662353516,299.58203125
RMSE,10.635411262512207,17.30843734741211
R2,-2.801808538283598,-7.144213899543581
MAE,7.740185260772705,13.708746910095215
MAPE,395.5474376678467,91.73475503921509
