,Result_everyday,Result_peak
MSE,166.25074768066406,431.7241516113281
RMSE,12.89382553100586,20.777973175048828
R2,-1.5330346005451456,-3.3952290466172816
MAE,9.195379257202148,16.32547378540039
MAPE,271.6740131378174,96.8464195728302
