,Result_everyday,Result_peak
MSE,101.41890716552734,265.84625244140625
RMSE,10.070695877075195,16.304792404174805
R2,-3.43987214607882,-10.246170567895348
MAE,7.4256181716918945,12.933982849121094
MAPE,484.2771053314209,89.82226848602295
