,Result_everyday,Result_peak
MSE,164.02987670898438,773.7948608398438
RMSE,12.807415008544922,27.817169189453125
R2,-1.0747365597557375,-14.208429548410454
MAE,9.236348152160645,25.55967903137207
MAPE,517.4357414245605,54.740625619888306
