,Result_everyday,Result_peak
MSE,118.07476806640625,663.298583984375
RMSE,10.86622142791748,25.75458335876465
R2,-3.1496527980802655,-62.4401804738602
MAE,8.652515411376953,24.441875457763672
MAPE,682.9481601715088,52.578771114349365
