,Result_everyday,Result_peak
MSE,172.3995361328125,579.2998046875
RMSE,13.13010025024414,24.068647384643555
R2,-1.411890735622653,-16.004646386308156
MAE,10.23250961303711,22.656469345092773
MAPE,662.7907276153564,49.06565546989441
