,Result_everyday,Result_peak
MSE,252.7469940185547,695.5466918945312
RMSE,15.898018836975098,26.373218536376953
R2,-0.7402602565672998,-2.2429595391530337
MAE,11.489446640014648,22.905269622802734
MAPE,673.3522415161133,48.99553954601288
