,Result_everyday,Result_peak
MSE,96.58512878417969,209.20777893066406
RMSE,9.827773094177246,14.464016914367676
R2,-1.4427305496194498,-3.083338728029097
MAE,7.2178215980529785,11.032452583312988
MAPE,494.33207511901855,77.54618525505066
