,Result_everyday,Result_peak
MSE,120.61624145507812,269.0631103515625
RMSE,10.982542991638184,16.40314292907715
R2,-0.8885166225963632,-1.739872488302409
MAE,7.974297046661377,12.823677062988281
MAPE,447.57728576660156,87.62523531913757
