,Result_everyday,Result_peak
MSE,108.93440246582031,249.2699432373047
RMSE,10.437164306640625,15.788285255432129
R2,-1.2650245163111495,-3.0955789166681984
MAE,7.782209396362305,12.419654846191406
MAPE,485.4179382324219,87.2534453868866
