,Result_everyday,Result_peak
MSE,116.40109252929688,275.26995849609375
RMSE,10.788933753967285,16.59126091003418
R2,-0.8843379659561467,-1.3986159073544595
MAE,7.893454551696777,12.645377159118652
MAPE,425.4225254058838,81.21073246002197
