,Result_everyday,Result_peak
MSE,92.06283569335938,206.26548767089844
RMSE,9.594938278198242,14.361946105957031
R2,-2.0382013654488995,-6.120040429218859
MAE,7.171399116516113,11.252171516418457
MAPE,563.6473178863525,88.40329051017761
