,Result_everyday,Result_peak
MSE,104.1396255493164,237.5917510986328
RMSE,10.204882621765137,15.41401195526123
R2,-1.734072671417291,-5.415409170804759
MAE,7.518010139465332,12.180127143859863
MAPE,583.2973480224609,95.22503614425659
