,Result_everyday,Result_peak
MSE,146.1129913330078,318.2146301269531
RMSE,12.08772087097168,17.838571548461914
R2,-0.9383481960192374,-1.4194771236843917
MAE,8.149516105651855,13.501173973083496
MAPE,467.2065734863281,86.70361042022705
