,Result_everyday,Result_peak
MSE,108.26995086669922,246.39651489257812
RMSE,10.405284881591797,15.697022438049316
R2,-1.3853798857237123,-2.4995272807738234
MAE,7.6431145668029785,12.03481674194336
MAPE,474.8533248901367,81.30711317062378
