,Result_everyday,Result_peak
MSE,111.75029754638672,263.7471618652344
RMSE,10.57120132446289,16.240293502807617
R2,-1.3612380838731328,-2.6742409760028454
MAE,7.680482864379883,12.753011703491211
MAPE,502.33778953552246,91.12733602523804
