,Result_everyday,Result_peak
MSE,110.144775390625,268.9185485839844
RMSE,10.494988441467285,16.39873695373535
R2,-5891.598570387002,-19093.55655323233
MAE,8.081894874572754,13.176382064819336
MAPE,891.281795501709,92.16040372848511
