,Result_everyday,Result_peak
MSE,94.71600341796875,202.14511108398438
RMSE,9.73221492767334,14.217774391174316
R2,-2.27085505015922,-5.749769257344697
MAE,7.362652778625488,11.168143272399902
MAPE,604.9847602844238,86.14791631698608
