,Result_everyday,Result_peak
MSE,97.44375610351562,255.25662231445312
RMSE,9.871360778808594,15.976752281188965
R2,-23.18120300633695,-95.41955184452388
MAE,7.406606197357178,12.737360000610352
MAPE,716.2333011627197,90.88738560676575
