,Result_everyday,Result_peak
MSE,99.78349304199219,229.7791290283203
RMSE,9.989169120788574,15.158467292785645
R2,-5.167609031056215,-17.11465955738497
MAE,7.730691909790039,12.223834991455078
MAPE,711.0196113586426,103.74878644943237
