,Result_everyday,Result_peak
MSE,127.97191619873047,299.18963623046875
RMSE,11.312467575073242,17.29709815979004
R2,-0.7293154369419806,-1.2600568486585417
MAE,8.032623291015625,13.315447807312012
MAPE,520.6766128540039,90.1064395904541
