,Result_everyday,Result_peak
MSE,110.0749740600586,272.9377136230469
RMSE,10.49166202545166,16.52082633972168
R2,-159833999.90239236,-268573162.6067847
MAE,8.028636932373047,13.238432884216309
MAPE,881.2874794006348,90.72385430335999
