,Result_everyday,Result_peak
MSE,89.96599578857422,212.30841064453125
RMSE,9.485040664672852,14.570806503295898
R2,-2.4578401769365676,-6.088594650278028
MAE,6.949343681335449,11.1284818649292
MAPE,539.2706871032715,77.73053646087646
