,Result_everyday,Result_peak
MSE,98.19490814208984,220.89791870117188
RMSE,9.909334182739258,14.862634658813477
R2,-1.7317953430715978,-3.631992347033544
MAE,7.244050025939941,11.3438081741333
MAPE,499.71423149108887,76.37936472892761
