,Result_everyday,Result_peak
MSE,95.34998321533203,221.81146240234375
RMSE,9.764731407165527,14.893336296081543
R2,-2.2149171366526454,-9.357471682389463
MAE,7.442487716674805,12.075188636779785
MAPE,583.1403255462646,100.90714693069458
