,Result_everyday,Result_peak
MSE,130.27467346191406,283.0483093261719
RMSE,11.413793563842773,16.824039459228516
R2,-1.4369045493488966,-3.034838607903995
MAE,8.440535545349121,13.242064476013184
MAPE,585.8673095703125,89.7539496421814
