,Result_everyday,Result_peak
MSE,110.79304504394531,261.04656982421875
RMSE,10.525827407836914,16.15693473815918
R2,-1.5842299030310456,-3.655318455627765
MAE,7.82169771194458,12.616165161132812
MAPE,419.80719566345215,85.97701787948608
