,Result_everyday,Result_peak
MSE,101.84025573730469,281.1751403808594
RMSE,10.091593742370605,16.768278121948242
R2,-3.9160386090214865,-9.390463822324952
MAE,7.068655014038086,12.592268943786621
MAPE,479.7800540924072,69.53049302101135
