,Result_everyday,Result_peak
MSE,113.39239501953125,277.4829406738281
RMSE,10.64858627319336,16.657819747924805
R2,-1.750701321169149,-4.435495238261065
MAE,7.9443559646606445,13.599238395690918
MAPE,482.67130851745605,83.9437186717987
