,Result_everyday,Result_peak
MSE,106.88545989990234,272.43621826171875
RMSE,10.338541984558105,16.50564193725586
R2,-2.5138905792494737,-6.833957348478286
MAE,7.635371685028076,13.315896987915039
MAPE,525.468111038208,83.36352109909058
