,Result_everyday,Result_peak
MSE,106.19915771484375,815.1876831054688
RMSE,10.3052978515625,28.55149269104004
R2,-238.00734017397153,-3000.6628687439206
MAE,7.917553901672363,27.94645881652832
MAPE,831.8528175354004,61.02988123893738
