,Result_everyday,Result_peak
MSE,206.1292724609375,794.5402221679688
RMSE,14.357202529907227,28.187589645385742
R2,-1.1674056087703137,-2.7794503924024547
MAE,10.522377967834473,24.02703857421875
MAPE,1225.7807731628418,50.87418556213379
