,Result_everyday,Result_peak
MSE,106.8352279663086,838.8084106445312
RMSE,10.336112976074219,28.962188720703125
R2,-165.55061302418653,-2013.2727252257594
MAE,7.876105785369873,28.37824249267578
MAPE,810.4544639587402,62.01929450035095
