,Result_everyday,Result_peak
MSE,209.1444854736328,565.3681030273438
RMSE,14.461828231811523,23.777469635009766
R2,-0.7458906115137858,-2.4510341164147142
MAE,10.612320899963379,21.10942268371582
MAPE,918.8351631164551,45.1612651348114
