,Result_everyday,Result_peak
MSE,172.63038635253906,478.73065185546875
RMSE,13.138888359069824,21.879915237426758
R2,-1.937283583634775,-24.588542093033446
MAE,10.257601737976074,19.57779312133789
MAPE,1074.6421813964844,41.19633734226227
