,Result_everyday,Result_peak
MSE,103.41033935546875,810.4237670898438
RMSE,10.169087409973145,28.46794319152832
R2,-126.0105403857999,-1557.2407500080974
MAE,7.7715864181518555,27.837675094604492
MAPE,823.9313125610352,60.75828671455383
