,Result_everyday,Result_peak
MSE,155.22689819335938,598.156494140625
RMSE,12.459009170532227,24.457237243652344
R2,-2.4126002145550993,-39.922169273748246
MAE,10.022232055664062,23.371742248535156
MAPE,988.2094383239746,50.658613443374634
