,Result_everyday,Result_peak
MSE,150.39190673828125,730.141845703125
RMSE,12.26343822479248,27.021137237548828
R2,-2.4920008347491454,-24.515167550871727
MAE,9.718708038330078,25.585224151611328
MAPE,687.7184391021729,55.366361141204834
