,Result_everyday,Result_peak
MSE,106.36380004882812,829.0005493164062
RMSE,10.31328296661377,28.792369842529297
R2,-212.86396830837478,-1693.7334769130716
MAE,7.9206132888793945,28.146045684814453
MAPE,823.5666275024414,61.416095495224
