,Result_everyday,Result_peak
MSE,239.0890655517578,805.0444946289062
RMSE,15.462505340576172,28.373306274414062
R2,-0.6327063185796851,-1.392289062106379
MAE,11.684901237487793,26.287504196166992
MAPE,835.0318908691406,57.08378553390503
