,Result_everyday,Result_peak
MSE,105.45227813720703,813.520263671875
RMSE,10.268996238708496,28.522275924682617
R2,-215.8393314143098,-2149.4499630229748
MAE,7.88052225112915,27.93365478515625
MAPE,829.9707412719727,61.024218797683716
