,Result_everyday,Result_peak
MSE,138.1508331298828,622.177978515625
RMSE,11.753758430480957,24.94349479675293
R2,-1.7796647845784257,-24.075008513179693
MAE,9.025280952453613,23.162635803222656
MAPE,745.2085971832275,49.589645862579346
